"","req_id","src_sys_cd","LT","SubCnt","DistrCnt","RespCnt","CompSubClass","CompDistrClass","WinLose","NTE","SubRt","Sub_NTE","SubTime","SubRank","Result"
"3490","1280408                  ","IQN       ","Admin / Clerical",7,2,2,"Medium","Low","0",21.06,21.06,1,2,5,"Submit Only"
"3491","1280408                  ","IQN       ","Admin / Clerical",7,2,2,"Medium","Low","0",21.06,21,0.997,3,6,"Shortlist"
"3492","1280408                  ","IQN       ","Admin / Clerical",7,2,2,"Medium","Low","0",21.06,21,0.997,3,7,"Shortlist"
"3493","1281861                  ","IQN       ","Information Technology",8,15,4,"Medium","Medium","0",75.06,56,0.746,0,1,"Shortlist"
"3494","1281861                  ","IQN       ","Information Technology",8,15,4,"Medium","Medium","0",75.06,56,0.746,3,2,"Submit Only"
"3495","1281861                  ","IQN       ","Information Technology",8,15,4,"Medium","Medium","0",75.06,63,0.839,3,3,"Submit Only"
"3496","1281861                  ","IQN       ","Information Technology",8,15,4,"Medium","Medium","0",75.06,75,0.999,6,4,"Shortlist"
"3497","1281861                  ","IQN       ","Information Technology",8,15,4,"Medium","Medium","0",75.06,56.8,0.757,10,5,"Shortlist"
"3498","1281861                  ","IQN       ","Information Technology",8,15,4,"Medium","Medium","0",75.06,81.45,1.085,13,6,"Submit Only"
"3499","1281861                  ","IQN       ","Information Technology",8,15,4,"Medium","Medium","0",75.06,75.06,1,13,7,"Shortlist"
"3500","1281861                  ","IQN       ","Information Technology",8,15,4,"Medium","Medium","0",75.06,75,0.999,14,8,"Submit Only"
"3501","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,27.31,0.796,0,1,"Submit Only"
"3502","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,1,2,"Shortlist"
"3503","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,1,3,"Shortlist"
"3504","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,2,4,"Shortlist"
"3505","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,2,5,"Shortlist"
"3506","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,2,6,"Shortlist"
"3507","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,2,7,"Shortlist"
"3508","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,2,8,"Shortlist"
"3509","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,6,9,"Submit Only"
"3510","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,6,10,"Submit Only"
"3511","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,6,11,"Submit Only"
"3512","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,8,12,"Submit Only"
"3513","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,10,13,"Submit Only"
"3514","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,14,14,"Shortlist"
"3515","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,28.7,0.836,14,15,"Submit Only"
"3516","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,27.8,0.81,14,16,"Submit Only"
"3517","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,33.3,0.97,14,17,"Submit Only"
"3518","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,14,18,"Shortlist"
"3519","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,15,19,"Submit Only"
"3520","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,15,20,"Shortlist"
"3521","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,15,21,"Submit Only"
"3522","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,16,22,"Shortlist"
"3523","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,19.99,0.582,16,23,"Shortlist"
"3524","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,16,24,"Shortlist"
"3525","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,16,25,"Submit Only"
"3526","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,17,26,"Submit Only"
"3527","1282131                  ","IQN       ","Business Professional",27,13,8,"High","Medium","0",34.33,20,0.583,21,27,"Submit Only"
"3528","1283-1                   ","BL        ","Light Industrial",4,4,3,"Low","Low","0",846.66,800,0.945,2,1,"Interview"
"3529","1283-1                   ","BL        ","Light Industrial",4,4,3,"Low","Low","0",846.66,1100,1.299,13,2,"Shortlist"
"3530","1283-1                   ","BL        ","Light Industrial",4,4,3,"Low","Low","1",846.66,860,1.016,28,3,"Hire"
"3531","1283-1                   ","BL        ","Light Industrial",4,4,3,"Low","Low","0",846.66,758.5,0.896,41,4,"Shortlist"
"3532","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,77,1,1,1,"Submit Only"
"3533","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,70,0.909,1,2,"Submit Only"
"3534","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,73.5,0.955,1,3,"Submit Only"
"3535","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,77,1,1,4,"Submit Only"
"3536","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,77,1,1,5,"Submit Only"
"3537","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,77,1,1,6,"Submit Only"
"3538","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,77,1,2,7,"Submit Only"
"3539","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,77,1,2,8,"Submit Only"
"3540","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,77,1,2,9,"Submit Only"
"3541","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,77,1,3,10,"Submit Only"
"3542","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,77,1,3,11,"Submit Only"
"3543","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,77,1,6,12,"Submit Only"
"3544","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,77,1,6,13,"Submit Only"
"3545","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,77,1,7,14,"Submit Only"
"3546","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,71,0.922,7,15,"Submit Only"
"3547","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,68,0.883,7,16,"Submit Only"
"3548","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,77,1,8,17,"Submit Only"
"3549","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,77,1,16,18,"Submit Only"
"3550","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,77,1,17,19,"Submit Only"
"3551","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,77,1,23,20,"Interview"
"3552","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,77,1,24,21,"Submit Only"
"3553","128405                   ","PF        ","Information Technology",23,13,13,"High","Medium","0",77,70,0.909,37,22,"Submit Only"
"3554","1284325                  ","IQN       ","Information Technology",9,14,5,"Medium","Medium","0",78.38,115,1.467,0,1,"Shortlist"
"3555","1284325                  ","IQN       ","Information Technology",9,14,5,"Medium","Medium","0",78.38,93,1.187,3,2,"Shortlist"
"3556","1284325                  ","IQN       ","Information Technology",9,14,5,"Medium","Medium","0",78.38,86,1.097,4,3,"Shortlist"
"3557","1284325                  ","IQN       ","Information Technology",9,14,5,"Medium","Medium","0",78.38,95.5,1.218,4,4,"Shortlist"
"3558","1284325                  ","IQN       ","Information Technology",9,14,5,"Medium","Medium","0",78.38,95,1.212,4,5,"Shortlist"
"3559","1284325                  ","IQN       ","Information Technology",9,14,5,"Medium","Medium","0",78.38,76,0.97,5,6,"Shortlist"
"3560","1284325                  ","IQN       ","Information Technology",9,14,5,"Medium","Medium","0",78.38,78.38,1,17,7,"Shortlist"
"3561","1284325                  ","IQN       ","Information Technology",9,14,5,"Medium","Medium","0",78.38,78.38,1,19,8,"Shortlist"
"3562","1284325                  ","IQN       ","Information Technology",9,14,5,"Medium","Medium","0",78.38,85.42,1.09,20,9,"Shortlist"
"3563","1285-1                   ","BL        ","Information Technology",3,2,1,"Low","Low","1",84.07,85,1.011,1,1,"Hire"
"3564","1285-1                   ","BL        ","Information Technology",3,2,1,"Low","Low","0",84.07,85,1.011,2,2,"Submit Only"
"3565","1285-1                   ","BL        ","Information Technology",3,2,1,"Low","Low","0",84.07,80,0.952,3,3,"Shortlist"
"3566","12851-1                  ","BL        ","Information Technology",15,5,3,"Medium","Medium","0",15.6,15.6,1,1,1,"Shortlist"
"3567","12851-1                  ","BL        ","Information Technology",15,5,3,"Medium","Medium","0",15.6,15.6,1,2,2,"Shortlist"
"3568","12851-1                  ","BL        ","Information Technology",15,5,3,"Medium","Medium","0",15.6,15.6,1,2,3,"Interview"
"3569","12851-1                  ","BL        ","Information Technology",15,5,3,"Medium","Medium","0",15.6,15.6,1,2,4,"Submit Only"
"3570","12851-1                  ","BL        ","Information Technology",15,5,3,"Medium","Medium","0",15.6,15.6,1,2,5,"Shortlist"
"3571","12851-1                  ","BL        ","Information Technology",15,5,3,"Medium","Medium","0",15.6,15.6,1,2,6,"Shortlist"
"3572","12851-1                  ","BL        ","Information Technology",15,5,3,"Medium","Medium","0",15.6,15.6,1,3,7,"Shortlist"
"3573","12851-1                  ","BL        ","Information Technology",15,5,3,"Medium","Medium","0",15.6,15.6,1,3,8,"Submit Only"
"3574","12851-1                  ","BL        ","Information Technology",15,5,3,"Medium","Medium","0",15.6,15.6,1,3,9,"Submit Only"
"3575","12851-1                  ","BL        ","Information Technology",15,5,3,"Medium","Medium","0",15.6,15.6,1,3,10,"Shortlist"
"3576","12851-1                  ","BL        ","Information Technology",15,5,3,"Medium","Medium","0",15.6,15.6,1,3,11,"Shortlist"
"3577","12851-1                  ","BL        ","Information Technology",15,5,3,"Medium","Medium","0",15.6,15.6,1,4,12,"Submit Only"
"3578","12851-1                  ","BL        ","Information Technology",15,5,3,"Medium","Medium","0",15.6,15.6,1,7,13,"Submit Only"
"3579","12851-1                  ","BL        ","Information Technology",15,5,3,"Medium","Medium","0",15.6,15.6,1,7,14,"Submit Only"
"3580","12851-1                  ","BL        ","Information Technology",15,5,3,"Medium","Medium","1",15.6,15.6,1,8,15,"Hire"
"3581","12854-1                  ","BL        ","Light Industrial",1,2,1,"Low","Low","1",27,23,0.852,2,1,"Hire"
"3582","12854-1                  ","BL        ","Information Technology",1,2,1,"Low","Low","1",NA,23,NA,NA,2,"Hire"
"3583","12860-1                  ","BL        ","Engineering",12,5,2,"Medium","Medium","0",23.9,23.9,1,1,1,"Submit Only"
"3584","12860-1                  ","BL        ","Engineering",12,5,2,"Medium","Medium","0",23.9,23.9,1,1,2,"Submit Only"
"3585","12860-1                  ","BL        ","Engineering",12,5,2,"Medium","Medium","0",23.9,23.9,1,1,3,"Interview"
"3586","12860-1                  ","BL        ","Engineering",12,5,2,"Medium","Medium","0",23.9,21.6,0.904,1,4,"Shortlist"
"3587","12860-1                  ","BL        ","Engineering",12,5,2,"Medium","Medium","0",23.9,21.6,0.904,2,5,"Interview"
"3588","12860-1                  ","BL        ","Engineering",12,5,2,"Medium","Medium","0",23.9,23.9,1,2,6,"Interview"
"3589","12860-1                  ","BL        ","Engineering",12,5,2,"Medium","Medium","0",23.9,21.6,0.904,2,7,"Shortlist"
"3590","12860-1                  ","BL        ","Engineering",12,5,2,"Medium","Medium","0",23.9,23.9,1,2,8,"Shortlist"
"3591","12860-1                  ","BL        ","Engineering",12,5,2,"Medium","Medium","0",23.9,23.9,1,3,9,"Shortlist"
"3592","12860-1                  ","BL        ","Engineering",12,5,2,"Medium","Medium","0",23.9,23.9,1,3,10,"Interview"
"3593","12860-1                  ","BL        ","Engineering",12,5,2,"Medium","Medium","0",23.9,21.6,0.904,8,11,"Submit Only"
"3594","12860-1                  ","BL        ","Engineering",12,5,2,"Medium","Medium","0",23.9,21.6,0.904,8,12,"Submit Only"
"3595","1289-1                   ","BL        ","Information Technology",3,5,3,"Low","Medium","1",50,33,0.66,9,1,"Hire"
"3596","1289-1                   ","BL        ","Information Technology",3,5,3,"Low","Medium","0",50,33,0.66,13,2,"Shortlist"
"3597","1289-1                   ","BL        ","Information Technology",3,5,3,"Low","Medium","0",50,31,0.62,16,3,"Shortlist"
"3598","1291655                  ","IQN       ","Admin / Clerical",9,3,3,"Medium","Low","0",16.91,15.9,0.94,0,1,"Shortlist"
"3599","1291655                  ","IQN       ","Admin / Clerical",9,3,3,"Medium","Low","0",16.91,14.85,0.878,0,2,"Shortlist"
"3600","1291655                  ","IQN       ","Admin / Clerical",9,3,3,"Medium","Low","0",16.91,14,0.828,0,3,"Submit Only"
"3601","1291655                  ","IQN       ","Admin / Clerical",9,3,3,"Medium","Low","0",16.91,16.91,1,3,4,"Submit Only"
"3602","1291655                  ","IQN       ","Admin / Clerical",9,3,3,"Medium","Low","0",16.91,14.85,0.878,4,5,"Shortlist"
"3603","1291655                  ","IQN       ","Admin / Clerical",9,3,3,"Medium","Low","0",16.91,16.8,0.993,4,6,"Shortlist"
"3604","1291655                  ","IQN       ","Admin / Clerical",9,3,3,"Medium","Low","0",16.91,15.84,0.937,6,7,"Shortlist"
"3605","1291655                  ","IQN       ","Admin / Clerical",9,3,3,"Medium","Low","0",16.91,14.85,0.878,7,8,"Submit Only"
"3606","1291655                  ","IQN       ","Admin / Clerical",9,3,3,"Medium","Low","0",16.91,13.5,0.798,11,9,"Shortlist"
"3607","12919-1                  ","BL        ","Business Professional",1,2,1,"Low","Low","1",16.4,14.98,0.913,0,1,"Hire"
"3608","12919-1                  ","BL        ",NA,1,2,1,"Low","Low","1",NA,14.98,NA,NA,2,"Hire"
"3609","12921-1                  ","BL        ","Business Professional",1,12,1,"Low","Medium","1",16.4,14.98,0.913,0,1,"Hire"
"3610","12921-1                  ","BL        ","Light Industrial",1,12,1,"Low","Medium","1",80.96,14.98,0.185,-795,2,"Hire"
"3611","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,89,2.742,-190,1,"Shortlist"
"3612","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,89,0.989,1,2,"Shortlist"
"3613","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,89.95,1,1,3,"Shortlist"
"3614","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,89.95,2.771,-190,4,"Shortlist"
"3615","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,89.95,1,2,5,"Shortlist"
"3616","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,89.95,2.771,-189,6,"Shortlist"
"3617","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,89.95,2.771,-189,7,"Shortlist"
"3618","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,89.95,1,2,8,"Shortlist"
"3619","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,89.95,2.771,-189,9,"Shortlist"
"3620","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,89.95,1,2,10,"Shortlist"
"3621","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,89.51,0.995,2,11,"Shortlist"
"3622","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,89.51,2.758,-189,12,"Shortlist"
"3623","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,70,2.157,-189,13,"Submit Only"
"3624","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,70,0.778,2,14,"Submit Only"
"3625","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,89.51,2.758,-189,15,"Shortlist"
"3626","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,89.51,0.995,2,16,"Shortlist"
"3627","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,70,2.157,-189,17,"Shortlist"
"3628","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,70,0.778,2,18,"Shortlist"
"3629","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,89.95,1,2,19,"Shortlist"
"3630","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,89.95,2.771,-189,20,"Shortlist"
"3631","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,89.95,1,2,21,"Shortlist"
"3632","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,89.95,2.771,-189,22,"Shortlist"
"3633","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,88,2.711,-189,23,"Shortlist"
"3634","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,88,0.978,2,24,"Shortlist"
"3635","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,89.95,1,3,25,"Shortlist"
"3636","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,89.95,2.771,-188,26,"Shortlist"
"3637","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,89.95,1,3,27,"Shortlist"
"3638","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,89.95,2.771,-188,28,"Shortlist"
"3639","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,89.95,1,6,29,"Shortlist"
"3640","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,89.95,2.771,-185,30,"Shortlist"
"3641","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,88.25,2.719,-185,31,"Shortlist"
"3642","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,88.25,0.981,6,32,"Shortlist"
"3643","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,89.95,2.771,-184,33,"Shortlist"
"3644","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,89.95,1,7,34,"Shortlist"
"3645","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,89.95,1,7,35,"Shortlist"
"3646","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,89.95,2.771,-184,36,"Shortlist"
"3647","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,89.95,2.771,-183,37,"Shortlist"
"3648","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,89.95,1,8,38,"Shortlist"
"3649","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,83.8,0.932,13,39,"Shortlist"
"3650","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,83.8,2.582,-178,40,"Shortlist"
"3651","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","1",89.95,28.63,0.318,203,41,"Hire"
"3652","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","1",32.46,28.63,0.882,12,42,"Hire"
"3653","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,30.08,0.334,204,43,"Interview"
"3654","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,30.08,0.927,13,44,"Interview"
"3655","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,28.63,0.318,204,45,"Shortlist"
"3656","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,28.63,0.882,13,46,"Shortlist"
"3657","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,28.63,0.882,14,47,"Interview"
"3658","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,28.63,0.318,205,48,"Interview"
"3659","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,40,1.232,19,49,"Shortlist"
"3660","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,40,0.445,210,50,"Shortlist"
"3661","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,39.6,1.22,26,51,"Shortlist"
"3662","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,39.6,0.44,217,52,"Shortlist"
"3663","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,43,0.478,217,53,"Shortlist"
"3664","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,43,1.325,26,54,"Shortlist"
"3665","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,38,1.171,27,55,"Shortlist"
"3666","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,38,0.422,218,56,"Shortlist"
"3667","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,39.6,1.22,28,57,"Shortlist"
"3668","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,39.6,0.44,219,58,"Shortlist"
"3669","1294-1                   ","BL        ","Accounting / Finance",30,22,13,"High","High","0",32.46,39,1.201,32,59,"Shortlist"
"3670","1294-1                   ","BL        ","Scientific",30,22,13,"High","High","0",89.95,39,0.434,223,60,"Shortlist"
"3671","12940-1                  ","BL        ","Information Technology",1,2,1,"Low","Low","1",313.38,313.38,1,0,1,"Hire"
"3672","12940-1                  ","BL        ",NA,1,2,1,"Low","Low","1",84.92,313.38,3.69,-785,2,"Hire"
"3673","1295-1                   ","BL        ","Engineering",9,19,5,"Medium","Medium","0",73.84,73.84,1,2,1,"Shortlist"
"3674","1295-1                   ","BL        ","Light Industrial",9,19,5,"Medium","Medium","0",49.25,73.84,1.499,-193,2,"Shortlist"
"3675","1295-1                   ","BL        ","Light Industrial",9,19,5,"Medium","Medium","0",49.25,73.84,1.499,-193,3,"Shortlist"
"3676","1295-1                   ","BL        ","Engineering",9,19,5,"Medium","Medium","0",73.84,73.84,1,2,4,"Shortlist"
"3677","1295-1                   ","BL        ","Engineering",9,19,5,"Medium","Medium","0",73.84,73.84,1,3,5,"Shortlist"
"3678","1295-1                   ","BL        ","Light Industrial",9,19,5,"Medium","Medium","0",49.25,73.84,1.499,-192,6,"Shortlist"
"3679","1295-1                   ","BL        ","Engineering",9,19,5,"Medium","Medium","0",73.84,73.84,1,3,7,"Shortlist"
"3680","1295-1                   ","BL        ","Light Industrial",9,19,5,"Medium","Medium","0",49.25,73.84,1.499,-192,8,"Shortlist"
"3681","1295-1                   ","BL        ","Engineering",9,19,5,"Medium","Medium","0",73.84,73.84,1,21,9,"Shortlist"
"3682","1295-1                   ","BL        ","Light Industrial",9,19,5,"Medium","Medium","0",49.25,73.84,1.499,-174,10,"Shortlist"
"3683","1295-1                   ","BL        ","Light Industrial",9,19,5,"Medium","Medium","1",49.25,167.5,3.401,-174,11,"Hire"
"3684","1295-1                   ","BL        ","Engineering",9,19,5,"Medium","Medium","1",73.84,167.5,2.268,21,12,"Hire"
"3685","1295-1                   ","BL        ","Engineering",9,19,5,"Medium","Medium","0",73.84,73.5,0.995,23,13,"Shortlist"
"3686","1295-1                   ","BL        ","Light Industrial",9,19,5,"Medium","Medium","0",49.25,73.5,1.492,-172,14,"Shortlist"
"3687","1295-1                   ","BL        ","Engineering",9,19,5,"Medium","Medium","0",73.84,73,0.989,24,15,"Shortlist"
"3688","1295-1                   ","BL        ","Light Industrial",9,19,5,"Medium","Medium","0",49.25,73,1.482,-171,16,"Shortlist"
"3689","1295-1                   ","BL        ","Light Industrial",9,19,5,"Medium","Medium","1",49.25,41.52,0.843,6,17,"Hire"
"3690","1295-1                   ","BL        ","Engineering",9,19,5,"Medium","Medium","1",73.84,41.52,0.562,201,18,"Hire"
"3691","1296-1                   ","BL        ","Light Industrial",11,16,7,"Medium","Medium","0",45.92,39.2,0.854,-194,1,"Shortlist"
"3692","1296-1                   ","BL        ","Business Professional",11,16,7,"Medium","Medium","0",39.2,39.2,1,1,2,"Shortlist"
"3693","1296-1                   ","BL        ","Light Industrial",11,16,7,"Medium","Medium","0",45.92,39.2,0.854,-194,3,"Shortlist"
"3694","1296-1                   ","BL        ","Business Professional",11,16,7,"Medium","Medium","0",39.2,39.2,1,1,4,"Shortlist"
"3695","1296-1                   ","BL        ","Light Industrial",11,16,7,"Medium","Medium","0",45.92,39.2,0.854,-194,5,"Shortlist"
"3696","1296-1                   ","BL        ","Business Professional",11,16,7,"Medium","Medium","0",39.2,39.2,1,1,6,"Shortlist"
"3697","1296-1                   ","BL        ","Light Industrial",11,16,7,"Medium","Medium","0",45.92,39.2,0.854,-194,7,"Shortlist"
"3698","1296-1                   ","BL        ","Business Professional",11,16,7,"Medium","Medium","0",39.2,39.2,1,1,8,"Shortlist"
"3699","1296-1                   ","BL        ","Light Industrial",11,16,7,"Medium","Medium","0",45.92,38.72,0.843,-193,9,"Shortlist"
"3700","1296-1                   ","BL        ","Business Professional",11,16,7,"Medium","Medium","0",39.2,38.72,0.988,2,10,"Shortlist"
"3701","1296-1                   ","BL        ","Light Industrial",11,16,7,"Medium","Medium","0",45.92,33.1,0.721,-193,11,"Submit Only"
"3702","1296-1                   ","BL        ","Business Professional",11,16,7,"Medium","Medium","0",39.2,33.1,0.844,2,12,"Submit Only"
"3703","1296-1                   ","BL        ","Business Professional",11,16,7,"Medium","Medium","0",39.2,36.3,0.926,2,13,"Submit Only"
"3704","1296-1                   ","BL        ","Light Industrial",11,16,7,"Medium","Medium","0",45.92,36.3,0.791,-193,14,"Submit Only"
"3705","1296-1                   ","BL        ","Light Industrial",11,16,7,"Medium","Medium","0",45.92,40,0.871,-193,15,"Shortlist"
"3706","1296-1                   ","BL        ","Business Professional",11,16,7,"Medium","Medium","0",39.2,40,1.02,2,16,"Shortlist"
"3707","1296-1                   ","BL        ","Light Industrial",11,16,7,"Medium","Medium","0",45.92,39.2,0.854,-193,17,"Shortlist"
"3708","1296-1                   ","BL        ","Business Professional",11,16,7,"Medium","Medium","0",39.2,39.2,1,2,18,"Shortlist"
"3709","1296-1                   ","BL        ","Business Professional",11,16,7,"Medium","Medium","0",39.2,39.2,1,2,19,"Shortlist"
"3710","1296-1                   ","BL        ","Light Industrial",11,16,7,"Medium","Medium","0",45.92,39.2,0.854,-193,20,"Shortlist"
"3711","1296-1                   ","BL        ","Light Industrial",11,16,7,"Medium","Medium","1",45.92,49.81,1.085,21,21,"Hire"
"3712","1296-1                   ","BL        ","Business Professional",11,16,7,"Medium","Medium","1",39.2,49.81,1.271,216,22,"Hire"
"3713","1299-1                   ","BL        ","Light Industrial",5,3,3,"Medium","Low","0",358.97,15.22,0.042,-184,1,"Interview"
"3714","1299-1                   ","BL        ","Admin / Clerical",5,3,3,"Medium","Low","0",16.84,15.22,0.904,0,2,"Interview"
"3715","1299-1                   ","BL        ","Light Industrial",5,3,3,"Medium","Low","0",358.97,15.22,0.042,-184,3,"Shortlist"
"3716","1299-1                   ","BL        ","Admin / Clerical",5,3,3,"Medium","Low","0",16.84,15.22,0.904,0,4,"Shortlist"
"3717","1299-1                   ","BL        ","Admin / Clerical",5,3,3,"Medium","Low","0",16.84,15.22,0.904,0,5,"Interview"
